isbn,title,author,publisher,published_year,genre,description,cover_image_url,lang
9.79E+12,Panti Para Arwah,Diosetta,Andam,2025,Fiction; Horror,"Di panti ini, ada malam-malam tertentu di mana kami dipaksa mengosongkan kamar, membiarkannya dipakai oleh sosok misterius yang berbau busuk. Ada malam-malam di mana tetap terjaga berarti menghantarkan diri pada maut. Satu per satu teman-temanku mati secara misterius. Semua berakar dari sebuah dendam masa lalu. Dendam yang belum tuntas, yang membusuk di antara dinding tua dan lorong-lorong gelap panti itu. Kepala panti pernah berkata saat aku pertama kali datang.. “Hidup di sini menyedihkan, tapi setidaknya kamu bisa makan dan bertahan. Suatu hari kamu akan dewasa dan menemukan kebahagiaan.. asalkan kamu bisa tetap hidup.” Dan sejak itu, aku tahu. Tempat ini tidak ingin kami bertahan. Tapi sesuatu di sini ingin kami semua mati.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/ah0h4144-r.jpg,id
9.79E+12,Ballerina Berdarah,Alfida Nurhayati Adiana,Loveable,2025,Fiction; Horror,"Ada satu hal yang menarik perhatian, sebuah ritual sesat demi kekuasaan, menjadikan dua tempat sebagai sarang para tumbal yang sudah terpilih melalui tanggal dan weton sebagal pemilihan opsi kedua. Sehingga, 7 penari ballerina menerima undangan lomba yang misterius, mereka tak menyadari sebuah perangkap mematikan—di mana sudah tersusun rapi oleh sang dalang bersama iblis yang menjadi bagian permainan ini. Hingga satu per-satu, korban berjatuhan dalam teror topeng kelinci, roh gentayangan, hingga sebuah ilusi yang mematikan pada gerbang yang membuat mereka tidak bisa keluar dari sudut manapun. Sementara Amabel, ia satu-satunya penari yang perlahan akan mengungkap kebenaran siapa sang dalang.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/rnbaliva9e.jpg,id
9.79E+12,Kutukan Darah Terakhir,Dadan Erlangga,Elex Media Komputindo,2025,Fiction; Horror,"Ada hal-hal yang hidup jauh sebelum manusia dilahirkan. Mereka tidak peduli siapa yang datang kemudian. Mereka hanya menunggu ... dan menuntut sesuatu.... Harry Pantja merasa sudah terbiasa hidup berdampingan dengan dunia gaib. Namun, saat tubuhnya mulai melemah, mimpi buruk terus mengganggu tidurnya, dan berbagai peristiwa serta teror gaib menggelapkan hari-harinya, dia sadar bahwa ada sesuatu yang sedang memburunya. Bersama Imelda, sang istri, Harry mencoba melawan apa pun yang perlahan-lahan menggerogoti tubuh dan jiwanya. Namun, seiring mereka menyibak tabir demi tabir kegelapan, bahaya yang tersembunyi justru makin nyata, dan menuntut lebih dari sekadar keberanian. Karena, ternyata tidak semua kegelapan berasal dari luar. Terkadang, yang paling berbahaya justru datang dari dalam. Dadan Erlangga mengisahkan cerita pesohor dunia horor Indonesia, Harry Pantja, dengan epik. Narasinya detail dan memikat, sehingga nuansa horor dan cerita berlatar keluarga berhasil terelaborasi dengan baik.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/kneannkaai.png,id
9.79E+12,Lewat Tengah Malam - Ganjil,Sweta Kartika,m&c!,2025,Fiction; Horror,"Mereka bilang, harta bukanlah segalanya. Mereka juga bilang, tahta tak bisa membeli bahagia. Semua itu hanyalah dusta dari mulut-mulut nestapa. Harta dan tahta adalah segalanya. Nyawa pun layak ditumbalkan untuk mendapatkannya. Hingga akhirnya gerbang iblis pun terbuka. Misteri bocah pembisik, danau maut penuh butiran emas, singgasana berdarah, pesugihan. Lewat tengah malam itu, bujuk rayu kegelapan mulai menuntun kaki-kaki anak manusia menempuh suramnya jalan pintas neraka.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/v0jneljmli.jpg,id
9.79E+12,Dunia Makhluk Halus,Dwi Rahayuningsih,Araska Publisher,2025,Fiction; Horror,"Kisah-kisah Nyata Perjumpaan dengan Roh Tidak semua pertemuan terjadi di dunia nyata dan bisa dilihat mata. Kadang, kita dipertemukan dengan sesuatu yang melampaui logika, yaitu dengan sosok-sosok dari alam lain. Mereka hadir untuk beragam tujuan, mulai dari meyampaikan sebuah pesan, memberi peringatan, atau hanya sekadar ingin menyapa. Kehadiran mereka menjadi saksi bahwa dunia ini lebih luas dari yang bisa kita lihat dan bayangkan. Buku ini lahir dari pengalaman pribadi penulis. Melalui perjalanan batinnya, penulis berjumpa dengan roh, entitas, dan makhluk yang selama ini mungkin hanya terdengar dalam mitos atau kisah orang lain. Ada perjumpaan dengan orang yang telah tiada, interaksi dengan entitas yang menjaga tempat-tempat sakral, hingga pengalaman-pengalaman spiritual yang sukar dijelaskan oleh akal sehat. Setiap cerita yang tertulis di sini bukan sekadar kisah menyeramkan untuk ditakuti. Sebab, di balik setiap perjumpaan dengan makhluk tak biasa tersebut ada hal-hal yang patut direnungkan sebagai pelajaran yang bisa membawa kita lebih dekat pada pemahaman tentang kehidupan dan makna keberadaan. Selamat membaca!",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/aidz0uhaui.jpg,id
9.79E+12,Khyona Di Bawah Mantra Elang Perak,Katja Brandis,Bhuana Ilmu Populer,2023,Fiction; Fantasy,"Liburan yang Kari pikir akan menjadi sebuah kejutan ulang tahun justru berubah menjadi petaka. Saat ia dijemput oleh dua orang berkuda ke Khyona, ia kira itu adalah bagian dari rencana ibu dan saudarinya. Namun, saat orang-orang asing itu bicara soal misi pembunuhan, Kari sadar mereka menjemput orang yang salah! Sialnya, Kari tidak bisa kabur begitu saja. Salah-salah, justru nyawanya yang akan terancam. Terlebih, Khyona bukan sembarang kota, bukan sembarang dunia. Untuk bisa keluar masuk, ia membutuhkan mantra. Bagaimana Kari menyelamatkan diri? Bagaimana pula ia menyelamatkan keluarganya, yang justru bersama sang pembunuh sesungguhnya? Prolog: Ini hari yang cerah, tetapi sekarang matahari merayap ke cakrawala dan semakin dingin. Tanpa sadar pemuda itu menarik jubahnya lebih erat ke tubuhnya. Kemudian dia berjongkok untuk meletakkan tangannya di atas batu kasar dan meraba tanah, dia menyukai bagaimana batu itu terasa di telapak tangannya. Di tempat ini isi perut bumi sangat terjaga. Dia merasakan pancaran panas di dalamnya, menunggu untuk meletus. Gunung berapi itu baik-baik saja, tidak diragukan lagi. Untuk sesaat dia iri dengan betapa hidupnya gunung ini. Kadang gunung itu terlihat lebih gesit daripada dirinya. Apakah isi perut bumi yang beku akan berubah? Dia tahu api di perut bumi akan meledak ke permukaan. Imajinasinya sudah mencoba untuk menggambarkan itu, dari apa yang telah ia lihat berkali-kali sebelumnya. Namun dia segera mengabaikannya, melalui pikiran dan perasaannya, mereka bisa menjadi kenyataan dan bahayanya terlalu besar. Akan tetapi, belum tiba waktu gunung berapi ini untuk meledak. Memiliki begitu banyak kekuatan kadang melelahkan, tetapi kekuatan itu sudah menjadi bagian dirinya sejak lama. Mengapa Gunnar tidak bekerja lebih keras untuk mengendalikannya? Sial, aku seharusnya berlatih dengannya! Ya, itu sebenarnya pekerjaan orangtua kita, tapi tetap saja....",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/picture_meta/2023/9/12/stnhbcuneczbhpricrhmck.jpg,id
9.79E+12,Nebula,Tere Liye,Penerbit Sabak Grip,2023,Fiction; Fantasy,"Libur panjang berjalan seru dan menyenangkan. Setiba di rumah Paman Raf, aku menyaksikan bangunan lima lantai itu terlihat bersolek, dengan lampu hias warna warni. Itu persiapan acara pernikahan Am. Pernikahannya sendiri akan diadakan empat minggu lagi. Bibi Leh menyiapkan makan malam spesial, yang berjalan meriah. Am, Em, Im, Om, dan Um banyak bertanya tentang Akademi Bayangan Tingkat Tinggi-sambil sesekali bergurau, membuat meja ramai. Hanya Paman Raf yang menyebalkan. Dia tetap saja membahas hal-hal tidak nyambung dan tidak penting. Kamarku di loteng terasa nyaman. Bibi Leh telah mengganti seprainya, membersihkan lantainya, menyedot debu, dan sebagainya, seperti biasa. Sejak usiaku masih lima belas tahun, Bibi Leh selalu memastikan aku senang tinggal di rumahnya. Tapi itu bukan yang paling seru, melainkan besoknya. Pagi-pagi, ketika kapsul terbang datang satu per satu menjemput pekerja konstruksi, paman Raf meneriaki ku menyuruh berpisah selena dan nebula adalah buku ke-8 dan ke-9 yang menceritakan siapa orangtua Raib dalam serial petualangan dunia paralel. Dua buku ini sebaiknya dibaca berurutan. Kedua buku ini juga bercerita tentang Akademi Bayangan Tingkat Tinggi, sekolah terbaik di seluruh Klan Bulan. Tentang persahabatan tiga mahasiswa, yang diam-diam memiliki rencana bertualang ke tempat-tempat jauh. Tapi petualangan itu berakhir buruk, saat persahabatan mereka diuji dengan rasa suka, egoisme, dan pengkhianatan. Ada banyak karakter baru, tempat-tempat baru, juga sejarah dunia paralel yang diungkap. Di dua buku ini kalian akan berkenalan dengan salah satu karakter paling kuat di dunia paralel sejauh ini. Tapi itu jika kalian bisa menebaknya. Dua buku ini bukan akhir. Justru awal terbukanya kembali portal menuju Klan Aldebaran.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/picture_meta/2023/6/10/3rqshdjjq6rvpxfczrefl8.jpg,id
9.79E+12,Lumpu,Tere Liye,Penerbit Sabak Grip,2023,Fiction; Fantasy,"Lumpu ini adalah buku ke-11 dari serial Bumi petualangan dunia paralel karya Tere Liye. Sebenarnya, novel ini merupakan kelanjutan kisah dari novel Selena dan Nebula maka bagi yang belum membaca novel Selena dan Nebula, alangkah baiknya baca terlebih dahulu kedua novel tersebut agar paham akan alur cerita dalam Lumpu. Pada novel setebal 368 halaman ini, kembali mengisahkan petualangan serta penjelajahan Raib, Ali, dan Seli ke dunia paralel. Seperti judulnya, pada seri kali ini pun mereka melakukan perjalanan dalam menghadapi Lumpu sebagai misi penyelamatan Miss Selena, guru Matematika mereka. Yuk simak sinopsisnya berikut ini! Sinopsis: Yes! Akhirnya, Raib, Seli, dan Ali kembali bertualang. Kalian sudah kangen dengan trio ini? Misi mereka adalah menyelamatkan Miss Selena, guru matematika mereka. Tapi, apakah semua berjalan mudah? Siapa yang bersedia membantu mereka? Kali ini, si genius Ali memutuskan meminta bantuan dari sosok yang tidak terduga, karena musuh dari musuh adalah teman. Apakah Raib bisa melupakan masa lalu itu dengan memaafkan Miss Selena? Bagaimana dengan Tazk? Apakah Raib bisa bertemu lagi dengan ayahnya, atau itu masih menjadi misteri? Bagaimana dengan jejak ekspedisi Klan Aldebaran 40.000 tahun lalu? Benda apa saja yang ditinggalkan oleh perjalanan besar tersebut? Pertarungan panjang telah menunggu mereka. Dan lawan mereka adalah Lumpu, petarung yang memiliki teknik unik, yaitu melumpuhkan kekuatan lawan.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/picture_meta/2023/6/10/eqmb5k4ysvkb9znlbjwsj7.jpg,id
9.79E+12,Selena,Tere Liye,Penerbit Sabak Grip,2023,Fiction; Fantasy,"Selena dan ""Nebula"" adalah buku ke-8 dan ke-9 yang menceritakan siapa orangtua Raib dalam serial petualangan dunia paralel. Dua buku ini sebaiknya dibaca berurutan. Kedua buku ini juga bercerita tentang Akademi Bayangan Tingkat Tinggi, sekolah terbaik di ""Selena"" dan ""Nebula"" adalah buku ke-8 dan ke-9 yang menceritakan siapa orangtua Raib dalam serial petualangan dunia paralel. Dua buku ini sebaiknya dibaca berurutan. Kedua buku ini juga bercerita tentang Akademi Bayangan Tingkat Tinggi, sekolah terbaik di seluruh Klan Bulan. Tentang persahabatan tiga mahasiswa, yang diam-diam memiliki rencana bertualang ke tempat-tempat jauh. Tapi petualangan itu berakhir buruk, saat persahabatan mereka diuji dengan rasa suka, egoisme, dan pengkhianatan. Ada banyak karakter baru, tempat-tempat baru, juga sejarah dunia paralel yang diungkap. Di dua buku ini kalian akan berkenalan dengan salah satu karakter paling kuat di dunia paralel sejauh ini. Tapi itu jika kalian bisa menebaknya. Dua buku ini bukan akhir. Justru awal terbukanya kembali portal menuju Klan Aldebaran.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/picture_meta/2023/2/6/bcekrdxnwcemqhgkreithj.jpg,id
9.79E+12,Horor Tanah Jawa: Dijemput Arwah Kekasih,Sugiono MS,Araska Publisher,2025,Fiction; Horror,"Dijemput Arwah Kekasih dan Kisah-Kisah Misteri Lainnya Dunia memiliki dua sisi kehidupan. Sisi kasat mata dan tak kasat mata. Sisi kasat mata adalah alam fisik yang dihuni oleh manusia, sedangkan sisi tak kasat mata berupa alam metafisik yang dihuni oleh makhluk gaib. Sebagian orang bisa mengalami, merasakan, bahkan berinteraksi dengan makhluk yang menghuni alam tak kasat mata. Seperti kisah- kisah nyata yang ditulis dalam buku ini. Buku ini berisi 23 kisah horor dan misteri yang ditulis oleh seorang praktisi budaya dan bahasa Jawa. Kisah-kisah tersebut lahir dari pengalaman pribadi sang penulis maupun cerita yang dikumpulkan dari orang-orang terdekatnya. Setiap cerita akan membawa kita masuk ke dalam lapisan-lapisan kehidupan masyarakat yang sarat akan tradisi dan kepercayaan, di mana mitos dan kenyataan sering kali berbaur. Kita akan diajak menyusuri tempat-tempat yang dikenal wingit, melihat sosok-sosok yang bahkan masih menjadi misteri sampai saat ini, hingga mengamati benda-benda yang tampak biasa, tetapi memiliki daya di luar nalar.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/t5ooaap-d-.jpg,id
9.79E+12,Mata Keramat,Sinta Yudisia,Syab Publishing,2025,Fiction; Horror,"Sosok tak kasat mata, sedang menunggu dalam kegelapan ... Makhluk-makhluk itu muncul saat senja menggantung. Di lorong sekolah yang sepi. Di jalan pulang yang sunyi. Di minimarket tempat cahaya tak bisa menyentuh sudut-sudutnya. Bayangan itu mengejar, membuat napasnya tercekat. Setiap malam, gangguannya semakin nyata. Teror tak lagi datang hanya dari dunia ini, tapi dari dimensi yang menyimpan dendam, murka, dan sesuatu yang menyeramkan. Ini bukan hanya gangguan. Ini adalah pembalasan ... Namun, yang paling menakutkan, bukanlah sesosok misterius, melainkan sosok yang menunggunya di rumah—ibunya sendiri. Dengan tatapan kosong, mulut penuh makian, dan tangan yang bisa berubah menjadi luka. Setan bisa pergi, tapi ibunya tetap tinggal. Mutiara hanya remaja yang ingin bahagia ... Sayangnya, ia tak pernah bisa benar-benar lari, terperangkap bersama ibunya yang menderita gangguan psikologi, di antara cinta yang mencekik dan penderitaan terus menghantuinya.",https://image.gramedia.net/rs:fit:0:0/plain/https://cdn.gramedia.com/uploads/product-metas/43attc27t3.jpg,id
